session_id,gps_date,gps_time,latitude,longitude,velocity,course,satellites_in_view,satellites_used,hdop
20260609_190003,6/9/2026,26:51.0,32.1055193,36.1135283,1.38,122.87,10,9,0.91
20260609_190003,6/9/2026,26:52.0,32.105514,36.1135403,1.424,117.55,10,9,0.91
20260609_190003,6/9/2026,26:53.0,32.1055082,36.1135532,1.414,118.74,10,9,0.91
20260609_190003,6/9/2026,26:54.0,32.1055022,36.1135658,1.302,120.86,10,9,0.91
20260609_190003,6/9/2026,26:55.0,32.1054963,36.1135778,1.244,121.25,10,9,0.91
20260609_190003,6/9/2026,26:56.0,32.105491,36.1135883,1.164,120.28,10,9,0.91
20260609_190003,6/9/2026,26:57.0,32.1054857,36.1136002,1.213,119.09,10,9,0.91
20260609_190003,6/9/2026,26:58.0,32.1054795,36.113611,1.254,119.71,10,9,0.91
20260609_190003,6/9/2026,26:59.0,32.1054732,36.1136232,1.35,120.6,10,9,0.91
20260609_190003,6/9/2026,27:00.0,32.1054667,36.1136352,1.328,121.17,10,9,0.91
20260609_190003,6/9/2026,27:01.0,32.10546,36.1136468,1.385,120.92,10,9,0.91
20260609_190003,6/9/2026,27:02.0,32.1054542,36.1136578,1.216,119.58,10,9,0.91
20260609_190003,6/9/2026,27:03.0,32.1054475,36.1136685,1.238,122.38,10,9,0.91
20260609_190003,6/9/2026,27:04.0,32.1054402,36.1136787,1.261,124.3,10,9,0.91
20260609_190003,6/9/2026,27:05.0,32.1054345,36.1136862,0.881,128.59,10,9,0.91
20260609_190003,6/9/2026,27:06.0,32.1054287,36.113695,0.984,129.1,10,9,0.91
20260609_190003,6/9/2026,27:07.0,32.105422,36.1137047,1.191,129.73,10,9,1.17
20260609_190003,6/9/2026,27:08.0,32.105416,36.113716,1.229,123.7,10,9,1.17
20260609_190003,6/9/2026,27:09.0,32.1054105,36.1137275,1.243,120.36,10,9,1.17
20260609_190003,6/9/2026,27:10.0,32.1054057,36.1137397,1.187,115.42,10,9,0.91
20260609_190003,6/9/2026,27:11.0,32.1054013,36.1137507,1.11,113.8,10,9,0.91
20260609_190003,6/9/2026,27:12.0,32.105397,36.1137637,1.241,112.29,10,9,0.91
20260609_190003,6/9/2026,27:13.0,32.105393,36.1137772,1.32,110.95,10,9,0.91
20260609_190003,6/9/2026,27:14.0,32.1053878,36.1137898,1.243,112.86,10,9,0.91
20260609_190003,6/9/2026,27:15.0,32.1053817,36.1138035,1.358,114.05,10,9,0.91
20260609_190003,6/9/2026,27:16.0,32.1053762,36.1138167,1.402,114.54,10,9,0.91
20260609_190003,6/9/2026,27:17.0,32.1053703,36.113829,1.34,117.91,10,9,0.91
20260609_190003,6/9/2026,27:18.0,32.1053643,36.113841,1.357,121.58,10,9,0.91
20260609_190003,6/9/2026,27:19.0,32.1053578,36.1138505,1.1,124.84,10,9,0.91
20260609_190003,6/9/2026,27:20.0,32.1053517,36.1138608,1.142,124.56,10,9,0.91
20260609_190003,6/9/2026,27:21.0,32.1053488,36.1138722,1.145,124.56,10,9,0.91
20260609_190003,6/9/2026,27:22.0,32.1053428,36.1138812,1.096,124.56,10,9,0.91
20260609_190003,6/9/2026,27:23.0,32.1053385,36.1138925,1.184,115.94,10,9,0.91
20260609_190003,6/9/2026,27:24.0,32.1053333,36.113905,1.345,113.63,10,9,0.91
20260609_190003,6/9/2026,27:25.0,32.1053272,36.113918,1.354,115.06,10,9,0.91
20260609_190003,6/9/2026,27:26.0,32.1053218,36.1139313,1.325,114.74,10,9,0.91
20260609_190003,6/9/2026,27:27.0,32.1053173,36.1139425,1.15,117.26,10,9,0.91
20260609_190003,6/9/2026,27:28.0,32.1053117,36.1139518,1.145,123.68,10,9,0.91
20260609_190003,6/9/2026,27:29.0,32.1053042,36.1139632,1.319,125.8,10,9,0.91
20260609_190003,6/9/2026,27:30.0,32.1052955,36.1139747,1.364,128.59,10,9,0.91
20260609_190003,6/9/2026,27:31.0,32.1052873,36.1139857,1.285,127.13,10,9,0.91
20260609_190003,6/9/2026,27:32.0,32.1052808,36.1139957,1.23,125.02,10,9,0.91
20260609_190003,6/9/2026,27:33.0,32.1052745,36.114006,1.124,121.92,10,9,0.91
20260609_190003,6/9/2026,27:34.0,32.1052695,36.1140138,1.017,121.08,10,9,0.91
20260609_190003,6/9/2026,27:35.0,32.1052635,36.1140222,1.144,125.45,10,9,0.91
20260609_190003,6/9/2026,27:36.0,32.1052575,36.1140325,1.254,123.73,10,9,0.91
20260609_190003,6/9/2026,27:37.0,32.1052502,36.1140442,1.452,124.34,10,9,0.91
20260609_190003,6/9/2026,27:38.0,32.1052445,36.1140555,1.233,121.24,10,9,0.91
20260609_190003,6/9/2026,27:39.0,32.105237,36.1140667,1.418,123.96,10,9,0.91
20260609_190003,6/9/2026,27:40.0,32.1052298,36.1140772,1.251,125.73,10,9,0.91
20260609_190003,6/9/2026,27:41.0,32.1052222,36.1140855,1.102,130.67,10,9,0.91
20260609_190003,6/9/2026,27:42.0,32.1052145,36.1140927,1.07,133.19,10,9,0.91
20260609_190003,6/9/2026,27:43.0,32.1052067,36.1141018,1.213,131.67,10,9,0.91
20260609_190003,6/9/2026,27:44.0,32.1051992,36.1141098,1.067,133.78,10,9,0.91
20260609_190003,6/9/2026,27:45.0,32.1051905,36.1141168,1.148,139.09,10,9,0.91
20260609_190003,6/9/2026,27:46.0,32.1051827,36.114124,1.095,140.1,10,8,1.16
20260609_190003,6/9/2026,27:47.0,32.1051743,36.1141328,1.283,139.54,10,8,1.16
20260609_190003,6/9/2026,27:48.0,32.105167,36.1141413,1.107,138.13,10,8,1.16
20260609_190003,6/9/2026,27:49.0,32.1051595,36.1141502,1.214,136.82,10,9,1.16
20260609_190003,6/9/2026,27:50.0,32.1051522,36.1141598,1.19,134.55,10,9,1.16
20260609_190003,6/9/2026,27:51.0,32.1051457,36.1141702,1.161,132.68,10,9,0.91
20260609_190003,6/9/2026,27:52.0,32.105139,36.11418,1.188,130.34,10,9,0.91
20260609_190003,6/9/2026,27:53.0,32.105132,36.1141903,1.256,129.83,10,9,0.91
20260609_190003,6/9/2026,27:54.0,32.1051257,36.1142007,1.161,129.64,10,9,0.91
20260609_190003,6/9/2026,27:55.0,32.1051185,36.1142107,1.213,131.7,10,9,0.91
20260609_190003,6/9/2026,27:56.0,32.1051107,36.1142215,1.362,131.72,10,9,0.91
20260609_190003,6/9/2026,27:57.0,32.1051035,36.1142323,1.256,131.49,10,9,0.91
20260609_190003,6/9/2026,27:58.0,32.105097,36.1142422,1.164,131.2,10,9,0.91
20260609_190003,6/9/2026,27:59.0,32.1050898,36.1142537,1.238,128.87,10,9,0.91
20260609_190003,6/9/2026,28:00.0,32.1050833,36.1142647,1.274,127.66,10,9,0.91
20260609_190003,6/9/2026,28:01.0,32.1050765,36.1142757,1.32,127.3,10,9,0.91
20260609_190003,6/9/2026,28:02.0,32.1050702,36.1142868,1.309,124.82,10,9,0.91
20260609_190003,6/9/2026,28:03.0,32.105064,36.114299,1.276,123.29,10,9,0.91
20260609_190003,6/9/2026,28:04.0,32.105058,36.1143117,1.311,121.62,10,9,0.91
20260609_190003,6/9/2026,28:05.0,32.105053,36.1143238,1.197,118.9,10,9,0.91
20260609_190003,6/9/2026,28:06.0,32.1050477,36.1143355,1.18,119.33,10,9,0.91
20260609_190003,6/9/2026,28:07.0,32.1050418,36.1143468,1.231,121.25,10,9,0.91
20260609_190003,6/9/2026,28:08.0,32.1050358,36.1143578,1.194,122.75,10,9,0.91
20260609_190003,6/9/2026,28:09.0,32.1050298,36.1143693,1.201,122.1,10,9,0.91
20260609_190003,6/9/2026,28:10.0,32.1050238,36.1143815,1.242,120.97,10,9,0.91
20260609_190003,6/9/2026,28:11.0,32.1050188,36.1143933,1.201,118.51,10,9,0.91
20260609_190003,6/9/2026,28:12.0,32.1050142,36.1144055,1.2,116.32,10,9,0.91
20260609_190003,6/9/2026,28:13.0,32.105009,36.1144177,1.217,117.26,10,9,0.91
20260609_190003,6/9/2026,28:14.0,32.1050033,36.1144295,1.21,117.59,10,9,0.91
20260609_190003,6/9/2026,28:15.0,32.1049972,36.1144428,1.329,118.02,10,9,0.91
20260609_190003,6/9/2026,28:16.0,32.1049913,36.1144558,1.364,117.33,10,9,0.91
20260609_190003,6/9/2026,28:17.0,32.1049872,36.114469,1.32,111.97,10,9,0.91
20260609_190003,6/9/2026,28:18.0,32.1049842,36.1144825,1.199,109.07,10,9,0.92
20260609_190003,6/9/2026,28:19.0,32.1049803,36.1144953,1.309,110.33,10,9,0.92
20260609_190003,6/9/2026,28:20.0,32.1049763,36.1145087,1.303,110.22,10,9,0.92
20260609_190003,6/9/2026,28:21.0,32.1049715,36.1145227,1.342,112.91,10,9,0.92
20260609_190003,6/9/2026,28:22.0,32.1049663,36.1145367,1.404,113.54,10,9,0.92
20260609_190003,6/9/2026,28:23.0,32.1049625,36.1145487,1.269,113.28,10,9,0.92
20260609_190003,6/9/2026,28:24.0,32.1049587,36.1145607,1.197,112.64,10,9,0.92
20260609_190003,6/9/2026,28:25.0,32.1049528,36.1145725,1.285,121.11,10,9,0.92
20260609_190003,6/9/2026,28:26.0,32.104946,36.1145828,1.198,123.9,10,9,0.92
20260609_190003,6/9/2026,28:27.0,32.1049395,36.1145942,1.238,126.25,10,9,0.92
20260609_190003,6/9/2026,28:28.0,32.1049327,36.1146048,1.289,126.92,10,9,0.92
20260609_190003,6/9/2026,28:29.0,32.1049262,36.1146168,1.345,124.12,10,9,0.92
20260609_190003,6/9/2026,28:30.0,32.1049205,36.1146288,1.286,122.25,10,9,0.92
20260609_190003,6/9/2026,28:31.0,32.1049157,36.1146402,1.161,119.99,10,9,0.92
20260609_190003,6/9/2026,28:32.0,32.1049108,36.1146523,1.274,116.3,10,9,0.92
20260609_190003,6/9/2026,28:33.0,32.1049072,36.1146647,1.224,112.72,10,9,0.92
20260609_190003,6/9/2026,28:34.0,32.1049022,36.1146765,1.195,115.95,10,9,0.92
20260609_190003,6/9/2026,28:35.0,32.104895,36.1146877,1.299,123.03,10,9,0.92
20260609_190003,6/9/2026,28:36.0,32.1048862,36.1146973,1.291,125.34,10,9,0.92
20260609_190003,6/9/2026,28:37.0,32.1048798,36.1147083,1.293,126.44,10,9,0.92
20260609_190003,6/9/2026,28:38.0,32.1048725,36.11472,1.341,128.39,10,9,0.92
20260609_190003,6/9/2026,28:39.0,32.1048642,36.1147302,1.341,131.47,10,9,0.92
20260609_190003,6/9/2026,28:40.0,32.1048555,36.1147393,1.249,136.04,10,9,0.92
20260609_190003,6/9/2026,28:41.0,32.1048483,36.1147478,1.143,136.5,10,9,0.92
20260609_190003,6/9/2026,28:42.0,32.1048405,36.1147557,1.318,138.62,10,9,0.92
20260609_190003,6/9/2026,28:43.0,32.1048328,36.1147627,1.27,146.13,10,9,0.92
20260609_190003,6/9/2026,28:44.0,32.1048238,36.1147693,1.331,149.09,10,8,0.97
20260609_190003,6/9/2026,28:45.0,32.1048142,36.1147765,1.306,148.9,10,8,0.97
20260609_190003,6/9/2026,28:46.0,32.1048037,36.1147842,1.398,150.29,10,9,0.92
20260609_190003,6/9/2026,28:47.0,32.1047938,36.1147908,1.217,151.32,10,9,0.92
20260609_190003,6/9/2026,28:48.0,32.1047832,36.1147968,1.368,154.91,10,9,0.92
20260609_190003,6/9/2026,28:49.0,32.104773,36.1148022,1.292,156.37,10,9,0.92
20260609_190003,6/9/2026,28:50.0,32.1047633,36.114804,1.161,163.12,10,9,0.92
20260609_190003,6/9/2026,28:51.0,32.1047525,36.1148042,1.228,170.35,10,9,0.92
20260609_190003,6/9/2026,28:52.0,32.1047415,36.1148042,1.238,174.71,10,9,0.92
20260609_190003,6/9/2026,28:53.0,32.1047317,36.1148037,1.097,179.27,10,9,0.92
20260609_190003,6/9/2026,28:54.0,32.1047205,36.1148027,1.303,184.71,10,9,0.92
20260609_190003,6/9/2026,28:55.0,32.104709,36.1148003,1.325,187.64,10,9,0.92
20260609_190003,6/9/2026,28:56.0,32.1046998,36.1147983,1.205,190.63,10,9,0.92
20260609_190003,6/9/2026,28:57.0,32.1046892,36.114796,1.295,192.48,10,9,0.92
20260609_190003,6/9/2026,28:58.0,32.1046788,36.1147927,1.276,196.33,10,9,0.92
20260609_190003,6/9/2026,28:59.0,32.1046688,36.1147892,1.291,197.43,10,9,0.92
20260609_190003,6/9/2026,29:00.0,32.1046582,36.1147855,1.284,197.98,10,9,0.92
20260609_190003,6/9/2026,29:01.0,32.1046477,36.1147817,1.285,197.84,10,9,0.92
20260609_190003,6/9/2026,29:02.0,32.1046377,36.1147775,1.254,199.11,10,9,0.92
20260609_190003,6/9/2026,29:03.0,32.1046275,36.1147723,1.284,200.4,10,9,0.92
20260609_190003,6/9/2026,29:04.0,32.1046182,36.1147677,1.13,201.24,10,9,0.92
20260609_190003,6/9/2026,29:05.0,32.1046088,36.1147633,1.235,198.47,10,9,0.92
20260609_190003,6/9/2026,29:06.0,32.1045987,36.11476,1.231,199.97,10,9,0.92
20260609_190003,6/9/2026,29:07.0,32.1045877,36.1147543,1.332,202.75,10,9,0.92
20260609_190003,6/9/2026,29:08.0,32.1045763,36.114751,1.253,201.13,10,9,0.92
20260609_190003,6/9/2026,29:09.0,32.104566,36.1147455,1.305,201.89,10,9,0.92
20260609_190003,6/9/2026,29:10.0,32.1045558,36.1147427,1.081,199.55,10,9,0.92
20260609_190003,6/9/2026,29:11.0,32.1045465,36.1147398,1.105,197.79,10,9,0.92
20260609_190003,6/9/2026,29:12.0,32.1045362,36.1147365,1.281,201.98,10,9,0.92
20260609_190003,6/9/2026,29:13.0,32.1045265,36.1147318,1.207,201.5,10,9,0.92
20260609_190003,6/9/2026,29:14.0,32.104519,36.114728,0.917,201.5,10,9,0.92
20260609_190003,6/9/2026,29:15.0,32.1045102,36.1147262,0.941,201.5,10,9,0.92
20260609_190003,6/9/2026,29:16.0,32.1044995,36.114724,1.192,198.13,10,9,0.92
20260609_190003,6/9/2026,29:17.0,32.1044888,36.1147225,1.233,193.56,10,9,0.92
20260609_190003,6/9/2026,29:18.0,32.104478,36.1147195,1.409,193.88,10,9,0.92
20260609_190003,6/9/2026,29:19.0,32.1044685,36.114715,1.294,196.41,10,9,0.92
20260609_190003,6/9/2026,29:20.0,32.1044595,36.1147145,1.054,196.41,10,9,0.92
20260609_190003,6/9/2026,29:21.0,32.1044468,36.114709,1.691,199.46,10,9,0.98
20260609_190003,6/9/2026,29:22.0,32.1044353,36.1147057,1.331,197.72,10,9,0.98
20260609_190003,6/9/2026,29:23.0,32.1044247,36.1147058,1.092,197.72,10,9,0.98
20260609_190003,6/9/2026,29:24.0,32.1044142,36.1147025,1.187,197.91,10,9,0.98
20260609_190003,6/9/2026,29:25.0,32.1044033,36.1146977,1.262,200.27,10,9,0.98
20260609_190003,6/9/2026,29:26.0,32.1043928,36.114692,1.387,201.56,10,9,0.98
20260609_190003,6/9/2026,29:27.0,32.1043813,36.1146872,1.256,203.37,10,9,0.98
20260609_190003,6/9/2026,29:28.0,32.1043717,36.1146823,1.176,203.02,10,9,0.98
20260609_190003,6/9/2026,29:29.0,32.1043607,36.1146792,1.211,197.16,10,9,0.98
20260609_190003,6/9/2026,29:30.0,32.10435,36.1146745,1.257,200.06,10,9,0.98
20260609_190003,6/9/2026,29:31.0,32.104339,36.1146682,1.468,202.6,10,9,0.98
20260609_190003,6/9/2026,29:32.0,32.104329,36.114662,1.257,205.97,10,9,0.98
20260609_190003,6/9/2026,29:33.0,32.1043173,36.1146575,1.328,203.01,10,9,0.98
20260609_190003,6/9/2026,29:34.0,32.104306,36.114653,1.415,200.44,10,9,0.98
20260609_190003,6/9/2026,29:35.0,32.1042953,36.1146478,1.525,200.52,10,9,0.98
20260609_190003,6/9/2026,29:36.0,32.1042862,36.1146437,1.17,199.51,10,9,0.92
20260609_190003,6/9/2026,29:37.0,32.1042755,36.1146362,1.515,203.87,10,9,0.92
20260609_190003,6/9/2026,29:38.0,32.1042637,36.1146302,1.412,203.53,10,9,1.16
20260609_190003,6/9/2026,29:39.0,32.1042522,36.1146252,1.374,201.08,10,9,0.92
20260609_190003,6/9/2026,29:40.0,32.1042407,36.1146218,1.269,198.54,10,9,0.92
20260609_190003,6/9/2026,29:41.0,32.1042295,36.1146178,1.279,197.16,10,9,0.92
20260609_190003,6/9/2026,29:42.0,32.1042178,36.1146157,1.288,192.5,10,9,0.92
20260609_190003,6/9/2026,29:43.0,32.1042052,36.1146097,1.465,199.23,10,9,0.92
20260609_190003,6/9/2026,29:44.0,32.1041937,36.1146033,1.343,201.1,10,9,0.92
20260609_190003,6/9/2026,29:45.0,32.1041838,36.1145953,1.245,207.56,10,9,0.92
20260609_190003,6/9/2026,29:46.0,32.1041735,36.1145873,1.354,210.8,10,9,0.92
20260609_190003,6/9/2026,29:47.0,32.1041637,36.1145827,1.066,206.84,10,9,0.92
20260609_190003,6/9/2026,29:48.0,32.1041535,36.1145783,1.204,202.48,10,9,0.92
20260609_190003,6/9/2026,29:49.0,32.1041443,36.114576,0.863,202.48,10,9,0.98
20260609_190003,6/9/2026,29:50.0,32.104135,36.1145735,1.069,199.39,10,9,0.98
20260609_190003,6/9/2026,29:51.0,32.1041233,36.1145683,1.393,204.22,10,9,0.98
20260609_190003,6/9/2026,29:52.0,32.1041115,36.1145637,1.312,201.95,10,8,0.98
20260609_190003,6/9/2026,29:53.0,32.1040998,36.1145602,1.249,199.8,10,8,0.98
20260609_190003,6/9/2026,29:54.0,32.1040875,36.1145548,1.465,199.62,10,8,0.98
20260609_190003,6/9/2026,29:55.0,32.1040778,36.11455,1.239,200.82,10,9,0.98
20260609_190003,6/9/2026,29:56.0,32.10407,36.1145433,1.124,207.83,10,9,0.98
20260609_190003,6/9/2026,29:57.0,32.104061,36.1145367,1.134,209.71,10,9,0.98
20260609_190003,6/9/2026,29:58.0,32.1040505,36.1145293,1.274,210.77,10,9,0.98
20260609_190003,6/9/2026,29:59.0,32.1040397,36.1145225,1.275,210.92,10,9,0.98
20260609_190003,6/9/2026,30:00.0,32.1040293,36.1145147,1.388,213.94,10,9,0.98
20260609_190003,6/9/2026,30:01.0,32.1040187,36.114507,1.354,212.38,10,9,0.98
20260609_190003,6/9/2026,30:02.0,32.1040092,36.1144992,1.252,214.82,10,9,0.98
20260609_190003,6/9/2026,30:03.0,32.1040012,36.1144915,1.124,218.4,10,9,0.98
20260609_190003,6/9/2026,30:04.0,32.103993,36.1144828,1.184,222.46,10,9,0.98
20260609_190003,6/9/2026,30:05.0,32.1039832,36.114476,1.226,216.39,10,9,0.98
20260609_190003,6/9/2026,30:06.0,32.1039732,36.1144717,1.088,213.78,10,9,0.98
20260609_190003,6/9/2026,30:07.0,32.1039643,36.1144682,1.043,205.7,10,9,0.98
20260609_190003,6/9/2026,30:08.0,32.1039548,36.114463,1.292,205.15,10,9,0.98
20260609_190003,6/9/2026,30:09.0,32.1039452,36.114458,1.222,204.84,10,9,0.98
20260609_190003,6/9/2026,30:10.0,32.1039353,36.114452,1.173,205.06,10,9,0.98
20260609_190003,6/9/2026,30:11.0,32.103925,36.1144453,1.188,205.93,10,9,0.98
20260609_190003,6/9/2026,30:12.0,32.1039138,36.1144395,1.308,201.98,10,8,1.19
20260609_190003,6/9/2026,30:13.0,32.103904,36.1144325,1.22,201.61,10,9,0.98
20260609_190003,6/9/2026,30:14.0,32.103895,36.114428,1.161,202.51,10,9,0.98
20260609_190003,6/9/2026,30:15.0,32.103885,36.1144245,1.162,198.86,10,9,0.98
20260609_190003,6/9/2026,30:16.0,32.1038745,36.114421,1.253,198.33,10,8,0.98
20260609_190003,6/9/2026,30:17.0,32.1038652,36.1144155,1.222,201.95,10,8,0.98
20260609_190003,6/9/2026,30:18.0,32.103855,36.1144078,1.407,209.81,10,8,0.98
20260609_190003,6/9/2026,30:19.0,32.103845,36.1144022,1.365,208.6,10,8,0.98
20260609_190003,6/9/2026,30:20.0,32.103834,36.1143958,1.35,207.67,10,8,0.98
20260609_190003,6/9/2026,30:21.0,32.1038237,36.11439,1.253,205.73,10,8,0.98
20260609_190003,6/9/2026,30:22.0,32.103813,36.1143843,1.304,203.37,10,8,0.98
20260609_190003,6/9/2026,30:23.0,32.1038025,36.1143785,1.308,203.71,10,8,0.98
20260609_190003,6/9/2026,30:24.0,32.1037925,36.114374,1.164,200.09,10,8,0.98
20260609_190003,6/9/2026,30:25.0,32.1037827,36.1143705,1.112,198.6,10,8,0.98
20260609_190003,6/9/2026,30:26.0,32.103772,36.1143645,1.351,202.99,10,9,0.98
20260609_190003,6/9/2026,30:27.0,32.1037618,36.1143572,1.267,206.13,10,9,0.98
20260609_190003,6/9/2026,30:28.0,32.1037523,36.1143493,1.244,210.34,10,9,0.98
20260609_190003,6/9/2026,30:29.0,32.1037423,36.1143422,1.308,209.63,10,9,0.98
20260609_190003,6/9/2026,30:30.0,32.1037313,36.1143377,1.294,200.4,10,9,0.92
20260609_190003,6/9/2026,30:31.0,32.1037197,36.1143338,1.319,197.67,10,9,0.92
20260609_190003,6/9/2026,30:32.0,32.1037087,36.1143315,1.162,193.45,10,9,0.92
20260609_190003,6/9/2026,30:33.0,32.103697,36.1143265,1.378,196.35,10,9,0.92
20260609_190003,6/9/2026,30:34.0,32.1036855,36.1143197,1.364,201.1,10,9,0.92
20260609_190003,6/9/2026,30:35.0,32.1036752,36.1143133,1.184,202.85,10,9,0.92
20260609_190003,6/9/2026,30:36.0,32.1036647,36.1143097,1.106,198.12,10,9,0.92
20260609_190003,6/9/2026,30:37.0,32.1036543,36.1143048,1.196,196.39,10,9,0.92
20260609_190003,6/9/2026,30:38.0,32.1036448,36.1143015,1.154,194.67,10,9,0.92
20260609_190003,6/9/2026,30:39.0,32.103633,36.1142973,1.303,194.86,10,9,0.92
20260609_190003,6/9/2026,30:40.0,32.103622,36.114293,1.293,199.24,10,9,0.92
20260609_190003,6/9/2026,30:41.0,32.1036122,36.1142895,1.202,199.1,10,9,0.92
20260609_190003,6/9/2026,30:42.0,32.1035998,36.114287,1.226,192.14,10,9,0.92
20260609_190003,6/9/2026,30:43.0,32.1035888,36.1142882,1.266,184,10,9,0.92
20260609_190003,6/9/2026,30:44.0,32.103579,36.1142908,1.114,173.81,10,9,0.92
20260609_190003,6/9/2026,30:45.0,32.1035682,36.1142923,1.232,174.62,10,9,0.92
20260609_190003,6/9/2026,30:46.0,32.1035572,36.1142925,1.237,176.79,10,9,0.92
20260609_190003,6/9/2026,30:47.0,32.1035462,36.1142915,1.244,181.21,10,9,0.92
20260609_190003,6/9/2026,30:48.0,32.1035355,36.114289,1.251,186.86,10,9,0.92
20260609_190003,6/9/2026,30:49.0,32.1035242,36.114287,1.304,185.47,10,9,0.92
20260609_190003,6/9/2026,30:50.0,32.1035133,36.1142867,1.183,182.02,10,9,0.92
20260609_190003,6/9/2026,30:51.0,32.1035023,36.1142852,1.254,184.55,10,9,0.92
20260609_190003,6/9/2026,30:52.0,32.1034912,36.114283,1.283,187.36,10,9,0.92
20260609_190003,6/9/2026,30:53.0,32.1034805,36.1142792,1.208,191.38,10,9,0.92
20260609_190003,6/9/2026,30:54.0,32.1034692,36.1142773,1.316,190.87,10,9,0.92
20260609_190003,6/9/2026,30:55.0,32.1034583,36.1142753,1.208,189.4,10,9,0.92
20260609_190003,6/9/2026,30:56.0,32.103448,36.1142737,1.166,188.38,10,9,0.92
20260609_190003,6/9/2026,30:57.0,32.1034373,36.1142717,1.265,190.72,10,9,0.92
20260609_190003,6/9/2026,30:58.0,32.1034268,36.1142678,1.248,195.92,10,9,0.92
20260609_190003,6/9/2026,30:59.0,32.1034165,36.114265,1.194,194.45,10,9,0.92
20260609_190003,6/9/2026,31:00.0,32.1034048,36.1142635,1.348,188.13,10,9,0.92
20260609_190003,6/9/2026,31:01.0,32.103393,36.1142628,1.309,183.67,10,9,0.92
20260609_190003,6/9/2026,31:02.0,32.103382,36.1142622,1.213,181.53,10,9,0.92
20260609_190003,6/9/2026,31:03.0,32.1033708,36.1142613,1.279,182.31,10,9,0.92
20260609_190003,6/9/2026,31:04.0,32.1033602,36.1142603,1.224,183.38,10,9,0.92
20260609_190003,6/9/2026,31:05.0,32.1033493,36.1142595,1.295,183.53,10,9,0.92
20260609_190003,6/9/2026,31:06.0,32.1033378,36.1142582,1.389,184.62,10,9,0.92
20260609_190003,6/9/2026,31:07.0,32.1033273,36.1142578,1.227,178.77,10,9,0.92
20260609_190003,6/9/2026,31:08.0,32.1033168,36.1142578,1.175,182.04,10,9,0.92
20260609_190003,6/9/2026,31:09.0,32.1033062,36.1142582,1.274,184.33,10,9,0.92
20260609_190003,6/9/2026,31:10.0,32.1032948,36.1142577,1.365,186.16,10,9,0.92
20260609_190003,6/9/2026,31:11.0,32.103283,36.1142568,1.372,186.52,10,9,0.92
20260609_190003,6/9/2026,31:12.0,32.103271,36.1142558,1.288,185.29,10,9,0.92
20260609_190003,6/9/2026,31:13.0,32.1032588,36.1142565,1.278,180.84,10,9,0.92
20260609_190003,6/9/2026,31:14.0,32.1032462,36.1142565,1.356,177.85,10,9,0.92
20260609_190003,6/9/2026,31:15.0,32.103235,36.1142578,1.108,176.87,10,8,0.98
20260609_190003,6/9/2026,31:16.0,32.1032233,36.114259,1.324,176.23,10,8,0.98
20260609_190003,6/9/2026,31:17.0,32.1032115,36.1142602,1.322,175.67,10,8,0.98
20260609_190003,6/9/2026,31:18.0,32.1032,36.1142617,1.235,174.62,10,8,0.98
20260609_190003,6/9/2026,31:19.0,32.103189,36.1142625,1.198,175.73,10,8,0.98
20260609_190003,6/9/2026,31:20.0,32.1031778,36.1142632,1.286,175.53,10,9,0.98
20260609_190003,6/9/2026,31:21.0,32.103167,36.1142642,1.22,175.77,10,9,0.98
20260609_190003,6/9/2026,31:22.0,32.1031562,36.114264,1.207,178.45,10,9,0.92
20260609_190003,6/9/2026,31:23.0,32.1031443,36.114263,1.363,182.45,10,9,0.92
20260609_190003,6/9/2026,31:24.0,32.1031327,36.114262,1.26,183.99,10,9,0.92
20260609_190003,6/9/2026,31:25.0,32.1031212,36.114261,1.291,184.42,10,9,0.92
20260609_190003,6/9/2026,31:26.0,32.103109,36.1142612,1.397,181.49,10,9,0.92
20260609_190003,6/9/2026,31:27.0,32.1030982,36.1142635,1.159,175.95,10,9,0.92
20260609_190003,6/9/2026,31:28.0,32.1030877,36.1142655,1.181,173.23,10,9,0.92
20260609_190003,6/9/2026,31:29.0,32.1030765,36.114266,1.26,175.82,10,9,0.92
20260609_190003,6/9/2026,31:30.0,32.1030653,36.1142652,1.259,182.19,10,9,0.92
20260609_190003,6/9/2026,31:31.0,32.1030542,36.1142652,1.269,179.5,10,9,0.98
20260609_190003,6/9/2026,31:32.0,32.1030427,36.1142662,1.295,177.95,10,8,0.98
20260609_190003,6/9/2026,31:33.0,32.1030323,36.1142673,1.126,175.86,10,8,0.98
20260609_190003,6/9/2026,31:34.0,32.1030217,36.1142673,1.189,178.27,10,8,0.98
20260609_190003,6/9/2026,31:35.0,32.1030108,36.114268,1.271,177.3,10,8,0.98
20260609_190003,6/9/2026,31:36.0,32.1030007,36.1142695,1.129,177.27,10,8,0.98
20260609_190003,6/9/2026,31:37.0,32.1029898,36.1142727,1.299,172.57,10,8,0.98
20260609_190003,6/9/2026,31:38.0,32.1029773,36.1142752,1.193,173.83,10,8,0.98
20260609_190003,6/9/2026,31:39.0,32.1029673,36.1142772,1.178,173.84,10,8,0.98
20260609_190003,6/9/2026,31:40.0,32.1029558,36.1142792,1.292,173.74,10,8,0.98
20260609_190003,6/9/2026,31:41.0,32.102945,36.1142807,1.165,174,10,8,0.98
20260609_190003,6/9/2026,31:42.0,32.1029343,36.1142822,1.161,174.79,10,8,0.98
